50	50	21
150	50	21
250	50	21
350	50	21
450	50	21
550	50	21
650	50	21
750	50	21
850	50	21
950	50	21
1050	50	21
1150	50	21
1250	50	21
1350	50	21
1450	50	21
1550	50	21
1650	50	21
1750	50	21
1850	50	21
1950	50	21
2050	50	21
2150	50	21
2250	50	21
2350	50	21
2450	50	21
2550	50	21
2650	50	21
2750	50	21
2850	50	21
2950	50	21
3050	50	21
3150	50	21
3250	50	21
3350	50	21
3450	50	21
3550	50	21
3650	50	21
3750	50	21
3850	50	21
3950	50	21
4050	50	21
4150	50	21
4250	50	21
4350	50	21
4450	50	21
4550	50	21
4650	50	21
4750	50	21
4850	50	21
4950	50	21
5050	50	21
5150	50	21
5250	50	21
5350	50	21
5450	50	21
5550	50	21
5650	50	21
5750	50	21
5850	50	21
5950	50	21
6050	50	21
6150	50	21
6250	50	21
6350	50	21
6450	50	21
6550	50	21
6650	50	21
6750	50	21
6850	50	21
6950	50	21
7050	50	21
7150	50	21
7250	50	21
7350	50	21
7450	50	21
50	50	21
50	150	21
50	250	21
50	350	21
50	450	21
50	550	21
50	650	21
50	750	21
50	850	21
50	950	21
50	1050	21
50	1150	21
50	1250	21
50	1350	21
50	1450	21
50	1550	21
50	1650	21
50	1750	21
50	1850	21
50	1950	21
50	2050	21
50	2150	21
50	2250	21
50	2350	21
50	2450	21
50	2550	21
50	2650	21
50	2750	21
50	2850	21
50	2950	21
50	3050	21
50	3150	21
50	3250	21
50	3350	21
50	3450	21
50	3550	21
50	3650	21
50	3750	21
50	3850	21
50	3950	21
50	4050	21
50	4150	21
50	4250	21
50	4350	21
50	4450	21
50	4550	21
50	4650	21
50	4750	21
50	4850	21
50	4950	21
50	5050	21
50	5150	21
50	5250	21
50	5350	21
50	5450	21
50	5550	21
50	5650	21
50	5750	21
50	5850	21
50	5950	21
50	6050	21
50	6150	21
50	6250	21
50	6350	21
50	6450	21
50	6550	21
50	6650	21
50	6750	21
50	6850	21
50	6950	21
50	7050	21
50	7150	21
50	7150	21
150	7150	21
250	7150	21
350	7150	21
450	7150	21
550	7150	21
650	7150	21
750	7150	21
850	7150	21
950	7150	21
1050	7150	21
1150	7150	21
1250	7150	21
1350	7150	21
1450	7150	21
1550	7150	21
1650	7150	21
1750	7150	21
1850	7150	21
1950	7150	21
2050	7150	21
2150	7150	21
2250	7150	21
2350	7150	21
2450	7150	21
2550	7150	21
2650	7150	21
2750	7150	21
2850	7150	21
2950	7150	21
3050	7150	21
3150	7150	21
3250	7150	21
3350	7150	21
3450	7150	21
3550	7150	21
3650	7150	21
3750	7150	21
3850	7150	21
3950	7150	21
4050	7150	21
4150	7150	21
4250	7150	21
4350	7150	21
4450	7150	21
4550	7150	21
4650	7150	21
4750	7150	21
4850	7150	21
4950	7150	21
5050	7150	21
5150	7150	21
5250	7150	21
5350	7150	21
5450	7150	21
5550	7150	21
5650	7150	21
5750	7150	21
5850	7150	21
5950	7150	21
6050	7150	21
6150	7150	21
6250	7150	21
6350	7150	21
6450	7150	21
6550	7150	21
6650	7150	21
6750	7150	21
6850	7150	21
6950	7150	21
7050	7150	21
7150	7150	21
7250	7150	21
7450	7150	21
7350	50	21
7350	150	21
7350	250	21
7350	350	21
7350	450	21
7350	550	21
7350	650	21
7350	750	21
7350	850	21
7350	950	21
7350	1050	21
7350	1150	21
7350	1250	21
7350	1350	21
7350	1450	21
7350	1550	21
7350	1650	21
7350	1750	21
7350	1850	21
7350	1950	21
7350	2050	21
7350	2150	21
7350	2250	21
7350	2350	21
7350	2450	21
7350	2550	21
7350	2650	21
7350	2750	21
7350	2850	21
7350	2950	21
7350	3050	21
7350	3150	21
7350	3250	21
7350	3350	21
7350	3450	21
7350	3550	21
7350	3650	21
7350	3750	21
7350	3850	21
7350	3950	21
7350	4050	21
7350	4150	21
7350	4250	21
7350	4350	21
7350	4450	21
7350	4550	21
7350	4650	21
7350	4750	21
7350	4850	21
7350	4950	21
7350	5050	21
7350	5150	21
7350	5250	21
7350	5350	21
7350	5450	21
7350	5550	21
7350	5650	21
7350	5750	21
7350	5850	21
7350	5950	21
7350	6050	21
7350	6150	21
7350	6250	21
7350	6350	21
7350	6450	21
7350	6550	21
7350	6650	21
7350	6750	21
7350	6850	21
7350	6950	21
7350	7050	21
7350	7150	21
7350	7250	21
7350	7350	21
7350	7450	21
1050	150	21
1050	250	21
1050	350	21
1050	450	21
1050	550	21
1150	150	21
1150	250	21
1150	350	21
1150	450	21
1150	550	21
1250	550	21
1250	650	21
1250	750	21
1250	850	21
1250	950	21
1250	1050	21
1250	1150	21
1250	1250	21
1250	1350	21
1250	1450	21
1250	1550	21
150	2350	21
250	2350	21
350	2350	21
450	2350	21
550	2350	21
650	2350	21
750	2350	21
850	2350	21
950	2350	21
1050	2350	21
1150	2350	21
450	3350	21
550	3350	21
650	3350	21
450	3450	21
550	3450	21
650	3450	21
450	3550	21
550	3550	21
650	3550	21
1350	650	21
1450	650	21
1550	650	21
1650	650	21
1750	650	21
1850	650	21
1950	650	21
2050	650	21
2150	650	21
2250	650	21
2850	150	21
2850	250	21
2850	350	21
2850	450	21
2850	550	21
2850	650	21
2850	750	21
2850	850	21
2850	950	21
2850	1050	21
2850	1150	21
2850	1250	21
2850	1350	21
2850	1450	21
2850	1550	21
2850	1650	21
2850	1750	21
2850	1850	21
2850	1950	21
2850	2050	21
2850	2150	21
2850	2250	21
2850	2350	21
2950	150	21
2950	250	21
2950	350	21
2950	450	21
2950	550	21
2950	650	21
2950	750	21
2950	850	21
2950	950	21
2950	1050	21
2950	1150	21
2950	1250	21
2950	1350	21
2950	1450	21
2950	1550	21
2950	1650	21
2950	1750	21
2950	1850	21
2950	1950	21
2950	2050	21
2950	2150	21
2950	2250	21
2950	2350	21
3450	450	21
3450	550	21
3450	650	21
3550	450	21
3550	550	21
3550	650	21
2350	2250	21
2350	2350	21
2450	2250	21
2450	2350	21
2550	2250	21
2550	2350	21
2650	2250	21
2650	2350	21
2750	2250	21
2750	2350	21
650	4150	21
650	4250	21
750	4150	21
750	4250	21
850	4150	21
850	4250	21
950	4150	21
950	4250	21
1050	4150	21
1050	4250	21
1150	4150	21
1150	4250	21
1250	4150	21
1250	4250	21
1350	4150	21
1350	4250	21
1450	4150	21
1450	4250	21
1550	4150	21
1550	4250	21
1650	3450	21
1650	3550	21
1650	3650	21
1650	3750	21
1650	3850	21
1650	3950	21
1650	4050	21
1650	4150	21
1650	4250	21
1650	4350	21
1650	4450	21
1650	4550	21
1650	4650	21
1650	4750	21
1650	4850	21
1650	4950	21
1650	5050	21
1650	5150	21
1650	5250	21
1650	5350	21
1750	3450	21
1750	3550	21
1750	3650	21
1750	3750	21
1750	3850	21
1750	3950	21
1750	4050	21
1750	4150	21
1750	4250	21
1750	4350	21
1750	4450	21
1750	4550	21
1750	4650	21
1750	4750	21
1750	4850	21
1750	4950	21
1750	5050	21
1750	5150	21
1750	5250	21
1750	5350	21
450	5250	21
450	5350	21
450	5450	21
550	5250	21
550	5350	21
550	5450	21
650	5250	21
650	5350	21
650	5450	21
1150	5750	21
1150	5850	21
1150	5950	21
1150	6050	21
1150	6150	21
1150	6250	21
1150	6350	21
1150	6450	21
1150	6550	21
1150	6650	21
1150	6750	21
1150	6850	21
1150	6950	21
1250	5750	21
1250	5850	21
1250	5950	21
1250	6050	21
1250	6150	21
1250	6250	21
